scope,n,yes,no,unclear,yes_rate,yes_rate_percent,wilson_95_lower,wilson_95_upper,wilson_95_lower_percent,wilson_95_upper_percent
all_96_captured_responses,96,15,81,0,0.15625,15.625,0.09703709990686579,0.24191486674528626,9.70370999068658,24.191486674528626
