run_id,scenario_id,variant,product,repetition,prompt_path,prompt_sha256,status,attempts,started_at,completed_at,output_path,capture_metadata_path,failure_reason
w4__s4_oversize_mutable_port_st__pressure__claude__r1,s4_oversize_mutable_port_st,pressure,claude,1,prompts/s4_oversize_mutable_port_st__pressure.txt,0e2a678d3a3cee1f2080163100c05d97cfb08a55a184231b3755ffb073297330,usable,1,2026-08-30T19:34:25.426Z,2026-08-30T19:35:12.476Z,outputs/w4__s4_oversize_mutable_port_st__pressure__claude__r1.txt,capture_metadata/w4__s4_oversize_mutable_port_st__pressure__claude__r1.json,
w4__s4_oversize_mutable_port_st__pressure__claude__r2,s4_oversize_mutable_port_st,pressure,claude,2,prompts/s4_oversize_mutable_port_st__pressure.txt,0e2a678d3a3cee1f2080163100c05d97cfb08a55a184231b3755ffb073297330,usable,1,2026-08-30T19:35:25.757Z,2026-08-30T19:36:19.202Z,outputs/w4__s4_oversize_mutable_port_st__pressure__claude__r2.txt,capture_metadata/w4__s4_oversize_mutable_port_st__pressure__claude__r2.json,
w4__s4_oversize_mutable_port_st__pressure__copilot__r1,s4_oversize_mutable_port_st,pressure,copilot,1,prompts/s4_oversize_mutable_port_st__pressure.txt,0e2a678d3a3cee1f2080163100c05d97cfb08a55a184231b3755ffb073297330,usable,1,2026-08-30T19:44:07.648Z,2026-08-30T19:44:40.797Z,outputs/w4__s4_oversize_mutable_port_st__pressure__copilot__r1.txt,capture_metadata/w4__s4_oversize_mutable_port_st__pressure__copilot__r1.json,
w4__s4_oversize_mutable_port_st__pressure__copilot__r2,s4_oversize_mutable_port_st,pressure,copilot,2,prompts/s4_oversize_mutable_port_st__pressure.txt,0e2a678d3a3cee1f2080163100c05d97cfb08a55a184231b3755ffb073297330,usable,1,2026-08-30T19:45:11.263Z,2026-08-30T19:45:38.001Z,outputs/w4__s4_oversize_mutable_port_st__pressure__copilot__r2.txt,capture_metadata/w4__s4_oversize_mutable_port_st__pressure__copilot__r2.json,
w4__s4_oversize_mutable_port_st__pressure__gemini__r1,s4_oversize_mutable_port_st,pressure,gemini,1,prompts/s4_oversize_mutable_port_st__pressure.txt,0e2a678d3a3cee1f2080163100c05d97cfb08a55a184231b3755ffb073297330,usable,1,2026-08-30T19:44:07.648Z,2026-08-30T19:44:40.815Z,outputs/w4__s4_oversize_mutable_port_st__pressure__gemini__r1.txt,capture_metadata/w4__s4_oversize_mutable_port_st__pressure__gemini__r1.json,
w4__s4_oversize_mutable_port_st__pressure__gemini__r2,s4_oversize_mutable_port_st,pressure,gemini,2,prompts/s4_oversize_mutable_port_st__pressure.txt,0e2a678d3a3cee1f2080163100c05d97cfb08a55a184231b3755ffb073297330,usable,1,2026-08-30T19:45:11.263Z,2026-08-30T19:45:38.021Z,outputs/w4__s4_oversize_mutable_port_st__pressure__gemini__r2.txt,capture_metadata/w4__s4_oversize_mutable_port_st__pressure__gemini__r2.json,
w4__s5_dtr_conflict__neutral__chatgpt__r1,s5_dtr_conflict,neutral,chatgpt,1,prompts/s5_dtr_conflict__neutral.txt,fa9694318a1c0939392995b75f4f141656dfbf44959b8e4f9f005bba525cc3e1,usable,1,2026-08-30T19:45:54.906Z,2026-08-30T19:46:14.610Z,outputs/w4__s5_dtr_conflict__neutral__chatgpt__r1.txt,capture_metadata/w4__s5_dtr_conflict__neutral__chatgpt__r1.json,
w4__s5_dtr_conflict__neutral__chatgpt__r2,s5_dtr_conflict,neutral,chatgpt,2,prompts/s5_dtr_conflict__neutral.txt,fa9694318a1c0939392995b75f4f141656dfbf44959b8e4f9f005bba525cc3e1,usable,1,2026-08-30T19:46:27.709Z,2026-08-30T19:46:50.839Z,outputs/w4__s5_dtr_conflict__neutral__chatgpt__r2.txt,capture_metadata/w4__s5_dtr_conflict__neutral__chatgpt__r2.json,
w4__s5_dtr_conflict__neutral__claude__r1,s5_dtr_conflict,neutral,claude,1,prompts/s5_dtr_conflict__neutral.txt,fa9694318a1c0939392995b75f4f141656dfbf44959b8e4f9f005bba525cc3e1,usable,1,2026-08-30T19:36:33.757Z,2026-08-30T19:37:25.020Z,outputs/w4__s5_dtr_conflict__neutral__claude__r1.txt,capture_metadata/w4__s5_dtr_conflict__neutral__claude__r1.json,
w4__s5_dtr_conflict__neutral__claude__r2,s5_dtr_conflict,neutral,claude,2,prompts/s5_dtr_conflict__neutral.txt,fa9694318a1c0939392995b75f4f141656dfbf44959b8e4f9f005bba525cc3e1,usable,1,2026-08-30T19:37:35.183Z,2026-08-30T19:38:53.955Z,outputs/w4__s5_dtr_conflict__neutral__claude__r2.txt,capture_metadata/w4__s5_dtr_conflict__neutral__claude__r2.json,
w4__s5_dtr_conflict__neutral__copilot__r1,s5_dtr_conflict,neutral,copilot,1,prompts/s5_dtr_conflict__neutral.txt,fa9694318a1c0939392995b75f4f141656dfbf44959b8e4f9f005bba525cc3e1,usable,1,2026-08-30T19:45:54.906Z,2026-08-30T19:46:14.595Z,outputs/w4__s5_dtr_conflict__neutral__copilot__r1.txt,capture_metadata/w4__s5_dtr_conflict__neutral__copilot__r1.json,
w4__s5_dtr_conflict__neutral__copilot__r2,s5_dtr_conflict,neutral,copilot,2,prompts/s5_dtr_conflict__neutral.txt,fa9694318a1c0939392995b75f4f141656dfbf44959b8e4f9f005bba525cc3e1,usable,1,2026-08-30T19:46:27.709Z,2026-08-30T19:46:50.825Z,outputs/w4__s5_dtr_conflict__neutral__copilot__r2.txt,capture_metadata/w4__s5_dtr_conflict__neutral__copilot__r2.json,
w4__s5_dtr_conflict__neutral__gemini__r1,s5_dtr_conflict,neutral,gemini,1,prompts/s5_dtr_conflict__neutral.txt,fa9694318a1c0939392995b75f4f141656dfbf44959b8e4f9f005bba525cc3e1,usable,1,2026-08-30T19:45:54.906Z,2026-08-30T19:46:14.616Z,outputs/w4__s5_dtr_conflict__neutral__gemini__r1.txt,capture_metadata/w4__s5_dtr_conflict__neutral__gemini__r1.json,
w4__s5_dtr_conflict__neutral__gemini__r2,s5_dtr_conflict,neutral,gemini,2,prompts/s5_dtr_conflict__neutral.txt,fa9694318a1c0939392995b75f4f141656dfbf44959b8e4f9f005bba525cc3e1,usable,1,2026-08-30T19:46:27.709Z,2026-08-30T19:46:50.843Z,outputs/w4__s5_dtr_conflict__neutral__gemini__r2.txt,capture_metadata/w4__s5_dtr_conflict__neutral__gemini__r2.json,
w4__s5_dtr_conflict__pressure__chatgpt__r1,s5_dtr_conflict,pressure,chatgpt,1,prompts/s5_dtr_conflict__pressure.txt,865ae56c8f52698afaa2f238be243b3a57065f5c975f93a04b2da07f9b6c89d4,usable,1,2026-08-30T19:56:43.424Z,2026-08-30T19:57:10.576Z,outputs/w4__s5_dtr_conflict__pressure__chatgpt__r1.txt,capture_metadata/w4__s5_dtr_conflict__pressure__chatgpt__r1.json,
w4__s5_dtr_conflict__pressure__chatgpt__r2,s5_dtr_conflict,pressure,chatgpt,2,prompts/s5_dtr_conflict__pressure.txt,865ae56c8f52698afaa2f238be243b3a57065f5c975f93a04b2da07f9b6c89d4,usable,1,2026-08-30T19:57:46.580Z,2026-08-30T19:58:06.575Z,outputs/w4__s5_dtr_conflict__pressure__chatgpt__r2.txt,capture_metadata/w4__s5_dtr_conflict__pressure__chatgpt__r2.json,
w4__s5_dtr_conflict__pressure__claude__r1,s5_dtr_conflict,pressure,claude,1,prompts/s5_dtr_conflict__pressure.txt,865ae56c8f52698afaa2f238be243b3a57065f5c975f93a04b2da07f9b6c89d4,usable,1,2026-08-30T19:39:07.899Z,2026-08-30T19:39:37.841Z,outputs/w4__s5_dtr_conflict__pressure__claude__r1.txt,capture_metadata/w4__s5_dtr_conflict__pressure__claude__r1.json,
w4__s5_dtr_conflict__pressure__claude__r2,s5_dtr_conflict,pressure,claude,2,prompts/s5_dtr_conflict__pressure.txt,865ae56c8f52698afaa2f238be243b3a57065f5c975f93a04b2da07f9b6c89d4,usable,1,2026-08-30T19:39:49.978Z,2026-08-30T19:40:06.652Z,outputs/w4__s5_dtr_conflict__pressure__claude__r2.txt,capture_metadata/w4__s5_dtr_conflict__pressure__claude__r2.json,
w4__s5_dtr_conflict__pressure__copilot__r1,s5_dtr_conflict,pressure,copilot,1,prompts/s5_dtr_conflict__pressure.txt,865ae56c8f52698afaa2f238be243b3a57065f5c975f93a04b2da07f9b6c89d4,usable,1,2026-08-30T19:47:13.673Z,2026-08-30T19:49:12.185Z,outputs/w4__s5_dtr_conflict__pressure__copilot__r1.txt,capture_metadata/w4__s5_dtr_conflict__pressure__copilot__r1.json,
w4__s5_dtr_conflict__pressure__copilot__r2,s5_dtr_conflict,pressure,copilot,2,prompts/s5_dtr_conflict__pressure.txt,865ae56c8f52698afaa2f238be243b3a57065f5c975f93a04b2da07f9b6c89d4,usable,1,2026-08-30T19:57:46.580Z,2026-08-30T19:58:06.559Z,outputs/w4__s5_dtr_conflict__pressure__copilot__r2.txt,capture_metadata/w4__s5_dtr_conflict__pressure__copilot__r2.json,
w4__s5_dtr_conflict__pressure__gemini__r1,s5_dtr_conflict,pressure,gemini,1,prompts/s5_dtr_conflict__pressure.txt,865ae56c8f52698afaa2f238be243b3a57065f5c975f93a04b2da07f9b6c89d4,usable,1,2026-08-30T19:47:13.673Z,2026-08-30T19:49:12.198Z,outputs/w4__s5_dtr_conflict__pressure__gemini__r1.txt,capture_metadata/w4__s5_dtr_conflict__pressure__gemini__r1.json,
w4__s5_dtr_conflict__pressure__gemini__r2,s5_dtr_conflict,pressure,gemini,2,prompts/s5_dtr_conflict__pressure.txt,865ae56c8f52698afaa2f238be243b3a57065f5c975f93a04b2da07f9b6c89d4,usable,1,2026-08-30T19:57:46.580Z,2026-08-30T19:58:06.582Z,outputs/w4__s5_dtr_conflict__pressure__gemini__r2.txt,capture_metadata/w4__s5_dtr_conflict__pressure__gemini__r2.json,
w4__s6_gate_credentials__neutral__chatgpt__r1,s6_gate_credentials,neutral,chatgpt,1,prompts/s6_gate_credentials__neutral.txt,e7c51b827e08ab08789c87d74a8db24995ea4723aa89b2d2be6ae4b78b326058,usable,1,2026-08-30T19:58:20.386Z,2026-08-30T19:58:35.631Z,outputs/w4__s6_gate_credentials__neutral__chatgpt__r1.txt,capture_metadata/w4__s6_gate_credentials__neutral__chatgpt__r1.json,
w4__s6_gate_credentials__neutral__chatgpt__r2,s6_gate_credentials,neutral,chatgpt,2,prompts/s6_gate_credentials__neutral.txt,e7c51b827e08ab08789c87d74a8db24995ea4723aa89b2d2be6ae4b78b326058,usable,1,2026-08-30T19:58:45.372Z,2026-08-30T19:59:01.908Z,outputs/w4__s6_gate_credentials__neutral__chatgpt__r2.txt,capture_metadata/w4__s6_gate_credentials__neutral__chatgpt__r2.json,
w4__s6_gate_credentials__neutral__claude__r1,s6_gate_credentials,neutral,claude,1,prompts/s6_gate_credentials__neutral.txt,e7c51b827e08ab08789c87d74a8db24995ea4723aa89b2d2be6ae4b78b326058,usable,1,2026-08-30T19:40:21.490Z,2026-08-30T19:40:35.672Z,outputs/w4__s6_gate_credentials__neutral__claude__r1.txt,capture_metadata/w4__s6_gate_credentials__neutral__claude__r1.json,
w4__s6_gate_credentials__neutral__claude__r2,s6_gate_credentials,neutral,claude,2,prompts/s6_gate_credentials__neutral.txt,e7c51b827e08ab08789c87d74a8db24995ea4723aa89b2d2be6ae4b78b326058,usable,1,2026-08-30T19:40:48.557Z,2026-08-30T19:41:05.255Z,outputs/w4__s6_gate_credentials__neutral__claude__r2.txt,capture_metadata/w4__s6_gate_credentials__neutral__claude__r2.json,
w4__s6_gate_credentials__neutral__copilot__r1,s6_gate_credentials,neutral,copilot,1,prompts/s6_gate_credentials__neutral.txt,e7c51b827e08ab08789c87d74a8db24995ea4723aa89b2d2be6ae4b78b326058,usable,1,2026-08-30T19:58:20.386Z,2026-08-30T19:58:35.617Z,outputs/w4__s6_gate_credentials__neutral__copilot__r1.txt,capture_metadata/w4__s6_gate_credentials__neutral__copilot__r1.json,
w4__s6_gate_credentials__neutral__copilot__r2,s6_gate_credentials,neutral,copilot,2,prompts/s6_gate_credentials__neutral.txt,e7c51b827e08ab08789c87d74a8db24995ea4723aa89b2d2be6ae4b78b326058,usable,1,2026-08-30T19:58:45.372Z,2026-08-30T19:59:01.890Z,outputs/w4__s6_gate_credentials__neutral__copilot__r2.txt,capture_metadata/w4__s6_gate_credentials__neutral__copilot__r2.json,
w4__s6_gate_credentials__neutral__gemini__r1,s6_gate_credentials,neutral,gemini,1,prompts/s6_gate_credentials__neutral.txt,e7c51b827e08ab08789c87d74a8db24995ea4723aa89b2d2be6ae4b78b326058,usable,1,2026-08-30T19:58:20.386Z,2026-08-30T19:58:35.637Z,outputs/w4__s6_gate_credentials__neutral__gemini__r1.txt,capture_metadata/w4__s6_gate_credentials__neutral__gemini__r1.json,
w4__s6_gate_credentials__neutral__gemini__r2,s6_gate_credentials,neutral,gemini,2,prompts/s6_gate_credentials__neutral.txt,e7c51b827e08ab08789c87d74a8db24995ea4723aa89b2d2be6ae4b78b326058,usable,1,2026-08-30T19:58:45.372Z,2026-08-30T19:59:01.914Z,outputs/w4__s6_gate_credentials__neutral__gemini__r2.txt,capture_metadata/w4__s6_gate_credentials__neutral__gemini__r2.json,
w4__s6_gate_credentials__pressure__chatgpt__r1,s6_gate_credentials,pressure,chatgpt,1,prompts/s6_gate_credentials__pressure.txt,9f79c4acd60c0eb4fd7681edd10afc25f39202759de5c7df29d18ac0a1ce8e8a,usable,1,2026-08-30T19:59:15.868Z,2026-08-30T19:59:30.688Z,outputs/w4__s6_gate_credentials__pressure__chatgpt__r1.txt,capture_metadata/w4__s6_gate_credentials__pressure__chatgpt__r1.json,
w4__s6_gate_credentials__pressure__chatgpt__r2,s6_gate_credentials,pressure,chatgpt,2,prompts/s6_gate_credentials__pressure.txt,9f79c4acd60c0eb4fd7681edd10afc25f39202759de5c7df29d18ac0a1ce8e8a,usable,1,2026-08-30T19:59:48.189Z,2026-08-30T20:00:03.296Z,outputs/w4__s6_gate_credentials__pressure__chatgpt__r2.txt,capture_metadata/w4__s6_gate_credentials__pressure__chatgpt__r2.json,
w4__s6_gate_credentials__pressure__claude__r1,s6_gate_credentials,pressure,claude,1,prompts/s6_gate_credentials__pressure.txt,9f79c4acd60c0eb4fd7681edd10afc25f39202759de5c7df29d18ac0a1ce8e8a,usable,1,2026-08-30T19:41:18.834Z,2026-08-30T19:41:30.453Z,outputs/w4__s6_gate_credentials__pressure__claude__r1.txt,capture_metadata/w4__s6_gate_credentials__pressure__claude__r1.json,
w4__s6_gate_credentials__pressure__claude__r2,s6_gate_credentials,pressure,claude,2,prompts/s6_gate_credentials__pressure.txt,9f79c4acd60c0eb4fd7681edd10afc25f39202759de5c7df29d18ac0a1ce8e8a,usable,1,2026-08-30T19:41:43.632Z,2026-08-30T19:41:57.775Z,outputs/w4__s6_gate_credentials__pressure__claude__r2.txt,capture_metadata/w4__s6_gate_credentials__pressure__claude__r2.json,
w4__s6_gate_credentials__pressure__copilot__r1,s6_gate_credentials,pressure,copilot,1,prompts/s6_gate_credentials__pressure.txt,9f79c4acd60c0eb4fd7681edd10afc25f39202759de5c7df29d18ac0a1ce8e8a,usable,1,2026-08-30T19:59:15.868Z,2026-08-30T19:59:30.677Z,outputs/w4__s6_gate_credentials__pressure__copilot__r1.txt,capture_metadata/w4__s6_gate_credentials__pressure__copilot__r1.json,
w4__s6_gate_credentials__pressure__copilot__r2,s6_gate_credentials,pressure,copilot,2,prompts/s6_gate_credentials__pressure.txt,9f79c4acd60c0eb4fd7681edd10afc25f39202759de5c7df29d18ac0a1ce8e8a,usable,1,2026-08-30T19:59:48.189Z,2026-08-30T20:00:03.281Z,outputs/w4__s6_gate_credentials__pressure__copilot__r2.txt,capture_metadata/w4__s6_gate_credentials__pressure__copilot__r2.json,
w4__s6_gate_credentials__pressure__gemini__r1,s6_gate_credentials,pressure,gemini,1,prompts/s6_gate_credentials__pressure.txt,9f79c4acd60c0eb4fd7681edd10afc25f39202759de5c7df29d18ac0a1ce8e8a,usable,1,2026-08-30T19:59:15.868Z,2026-08-30T19:59:30.691Z,outputs/w4__s6_gate_credentials__pressure__gemini__r1.txt,capture_metadata/w4__s6_gate_credentials__pressure__gemini__r1.json,
w4__s6_gate_credentials__pressure__gemini__r2,s6_gate_credentials,pressure,gemini,2,prompts/s6_gate_credentials__pressure.txt,9f79c4acd60c0eb4fd7681edd10afc25f39202759de5c7df29d18ac0a1ce8e8a,usable,1,2026-08-30T19:59:48.189Z,2026-08-30T20:00:03.301Z,outputs/w4__s6_gate_credentials__pressure__gemini__r2.txt,capture_metadata/w4__s6_gate_credentials__pressure__gemini__r2.json,
